,Protein ID,Protein Descrip,Carbo1 ID,Carbo1 Descrip,Carbo2 ID,Carbo2 Descrip,Vege ID,Vege Descrip,Fruit ID,Fruit Descrip,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g
506,17437.0,"Veal, loin, chop, separable lean and fat, cooked, grilled",11870.0,"Squash, winter, spaghetti, cooked, boiled, drained, or baked, with salt",11270.0,"Mustard greens, raw",11081.0,"Beets, cooked, boiled, drained",9041.0,"Bananas, dehydrated, or banana powder",642.0,37.13,12.15,109.53,59.11
507,17421.0,"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean and fat, cooked, slow roasted",9272.0,"Pineapple, frozen, chunks, sweetened",11643.0,"Squash, winter, all varieties, raw",11521.0,"Taro leaves, cooked, steamed, without salt",9106.0,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",440.0,27.809999999999995,13.38,57.61,23.3
508,23272.0,"Beef, ribeye filet, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",43406.0,Yeast extract spread,18539.0,"ARCHWAY Home Style Cookies, Old Fashioned Molasses",11660.0,"Tomatoes, red, ripe, cooked, stewed",9229.0,"Papaya nectar, canned",926.0,59.050000000000004,24.759999999999998,118.7,51.60000000000001
509,43276.0,"Cheese spread, cream cheese base",1070.0,"Dessert topping, powdered",1097.0,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D",11182.0,"Corn, yellow, whole kernel, frozen, microwaved",9507.0,"Juice Smoothie, NAKED JUICE, MIGHTY MANGO",1144.0,23.590000000000003,70.14000000000001,108.26,83.25
510,5040.0,"Chicken, broilers or fryers, light meat, meat only, cooked, fried",1254.0,"Cheese food, pasteurized process, American, without added vitamin D",11158.0,"Chrysanthemum, garland, cooked, boiled, drained, without salt",11810.0,"Peas, edible-podded, frozen, cooked, boiled, drained, with salt",9252.0,"Pears, raw",649.0,55.18,31.779999999999998,36.95,22.17
511,1116.0,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce",43274.0,"Cheese, cream, low fat",9106.0,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",11248.0,"Lentils, sprouted, raw",9057.0,"Boysenberries, frozen, unsweetened",506.0,21.71,19.400000000000002,69.89,17.37
512,1200.0,Reddi Wip Fat Free Whipped Topping,28155.0,"KEEBLER, Waffle Bowls",28308.0,"Crackers, standard snack-type, with whole wheat",11458.0,"Spinach, cooked, boiled, drained, without salt",9286.0,"Pomegranates, raw",1142.0,21.43,29.57,203.51999999999998,72.13
513,10861.0,"Pork, cured, bacon, cooked, microwaved",1081.0,"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D",9452.0,Orange Pineapple Juice Blend,11050.0,"Beans, shellie, canned, solids and liquids",9362.0,"Cherries, sour, canned, water pack, drained",655.0,45.81999999999999,36.57999999999999,34.81,23.450000000000003
514,5661.0,"Chicken, liver, all classes, cooked, pan-fried",9383.0,"Tangerines, (mandarin oranges), canned, juice pack, drained",1224.0,"Protein supplement, milk based, Muscle Milk Light, powder",11641.0,"Squash, summer, all varieties, raw",9041.0,"Bananas, dehydrated, or banana powder",968.0,81.63,20.459999999999997,124.15,61.75
515,1281.0,"Yogurt, Greek, non fat, strawberry, CHOBANI",18022.0,"Bread, cornbread, dry mix, enriched (includes corn muffin mix)",11969.0,"Broccoli, chinese, cooked",11122.0,"Cardoon, raw",9149.0,"Kumquats, raw",608.0,18.749999999999996,13.999999999999998,104.9,41.4
516,5704.0,"Turkey, whole, enhanced, meat only, raw",11563.0,"Tree fern, cooked, without salt",28098.0,"KEEBLER, FUDGE SHOPPE, Magic Middles Fudge Filled Cookies, Peanut Butter",11474.0,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",9271.0,"Pineapple, canned, extra heavy syrup pack, solids and liquids",767.0,29.680000000000003,31.169999999999998,97.36000000000001,36.89
517,1001.0,"Butter, salted",18068.0,"Bread, wheat germ",11444.0,"Seaweed, irishmoss, raw",11158.0,"Chrysanthemum, garland, cooked, boiled, drained, without salt",9135.0,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",1107.0,13.969999999999999,84.39,79.72999999999999,20.61
518,10152.0,"Pork, cured, ham, whole, separable lean only, unheated",11220.0,"Gourd, dishcloth (towelgourd), raw",1116.0,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce",11156.0,"Chives, raw",9057.0,"Boysenberries, frozen, unsweetened",308.0,31.36,10.15,25.599999999999998,15.419999999999998
519,5361.0,"Chicken, broiler, rotisserie, BBQ, thigh meat and skin",11419.0,"Pumpkin leaves, cooked, boiled, drained, without salt",11359.0,"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, as purchased",11521.0,"Taro leaves, cooked, steamed, without salt",9415.0,"Pears, raw, green anjou",487.0,30.73,20.8,47.28,10.75
520,10851.0,"HORMEL, Cure 81 Ham",9445.0,"Kiwifruit, gold, raw",11645.0,"Sweet potato, canned, syrup pack, solids and liquids",11637.0,"Radishes, white icicle, raw",9041.0,"Bananas, dehydrated, or banana powder",615.0,25.630000000000003,6.26,126.28,73.68
521,7045.0,"Luncheon meat, pork, canned",11378.0,"Potatoes, mashed, dehydrated, flakes without milk, dry form",1071.0,"Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk",11018.0,"Asparagus, frozen, unprepared",9415.0,"Pears, raw, green anjou",972.0,28.12,43.76,120.28999999999999,30.22
522,15022.0,"Fish, cusk, raw",18313.0,"Pie, coconut creme, commercially prepared",1182.0,"USDA Commodity, cheese, cheddar, reduced fat",11236.0,"Kale, frozen, cooked, boiled, drained, without salt",9135.0,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",757.0,51.49999999999999,36.21000000000001,59.3,34.64
523,13320.0,"Beef, variety meats and by-products, brain, cooked, simmered",18237.0,"Cream puff shell, prepared from recipe",9258.0,"Pears, canned, extra heavy syrup pack, solids and liquids",11809.0,"Peas, edible-podded, cooked, boiled, drained, with salt",9028.0,"Apricots, canned, heavy syrup pack, without skin, solids and liquids",733.0,24.640000000000004,36.88,77.44,4.42
524,1186.0,"Cheese, cream, fat free",1001.0,"Butter, salted",11585.0,"Vegetable juice cocktail, low sodium, canned",11266.0,"Mushrooms, brown, italian, or crimini, raw",9124.0,"Grapefruit juice, white, canned, sweetened",909.0,20.529999999999998,82.61999999999999,26.980000000000004,21.1
525,1179.0,"Sour cream, light",11205.0,"Cucumber, with peel, raw",42303.0,"Cheese, muenster, low fat",11219.0,"Gourd, white-flowered (calabash), cooked, boiled, drained, without salt",9147.0,"Jujube, dried",724.0,33.150000000000006,29.430000000000003,91.52,5.39
526,5726.0,"Turkey, thigh, from whole bird, enhanced, meat only, raw",9150.0,"Lemons, raw, without peel",11274.0,"Mustard spinach, (tendergreen), raw",11914.0,"Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, without salt",9183.0,"Melons, casaba, raw",287.0,26.79,5.56,42.28,8.290000000000001
527,7266.0,"LOUIS RICH, Turkey Salami",11487.0,"Squash, winter, butternut, frozen, unprepared",11505.0,"Sweet potato leaves, raw",11616.0,"Dock, raw",9383.0,"Tangerines, (mandarin oranges), canned, juice pack, drained",306.0,22.300000000000004,10.749999999999998,36.24,11.48
528,23225.0,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",11791.0,"Kale, frozen, cooked, boiled, drained, with salt",43278.0,"Cheese, american cheddar, imitation",11444.0,"Seaweed, irishmoss, raw",9119.0,"Grapefruit, sections, canned, water pack, solids and liquids",592.0,39.32,33.19,38.62,18.439999999999998
529,17355.0,"Lamb, New Zealand, imported, Intermuscular fat, raw",11178.0,"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared",42303.0,"Cheese, muenster, low fat",11203.0,"Cress, garden, raw",9147.0,"Jujube, dried",1318.0,38.650000000000006,88.71,104.57,10.4
530,10906.0,"Pork, cured, ham and water product, slice, bone-in, separable lean and fat, unheated",20138.0,"Wheat, KAMUT khorasan, uncooked",28152.0,"KEEBLER, Vanilla Wafers Minis, Rainbow",11831.0,"Potatoes, boiled, cooked in skin, flesh, with salt",9514.0,"Juice Smoothie, BOLTHOUSE FARMS, BERRY BOOST",1085.0,34.73,29.84,176.63,49.959999999999994
531,5101.0,"Chicken, broilers or fryers, wing, meat and skin, cooked, fried, batter",20054.0,"Rice, white, glutinous, raw",11585.0,"Vegetable juice cocktail, low sodium, canned",11770.0,"Corn, sweet, yellow, cooked, boiled, drained, with salt",9075.0,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",911.0,31.59,24.33,143.66,7.35
532,10906.0,"Pork, cured, ham and water product, slice, bone-in, separable lean and fat, unheated",1237.0,"Ice cream, bar or stick, chocolate covered",11747.0,"Burdock root, cooked, boiled, drained, with salt",11616.0,"Dock, raw",9517.0,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",638.0,22.0,34.400000000000006,63.06,32.17
533,10906.0,"Pork, cured, ham and water product, slice, bone-in, separable lean and fat, unheated",9057.0,"Boysenberries, frozen, unsweetened",18481.0,"Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted cherry",11831.0,"Potatoes, boiled, cooked in skin, flesh, with salt",9055.0,"Blueberries, frozen, sweetened",768.0,21.259999999999998,19.98,128.98999999999998,64.33
534,1010.0,"Cheese, cheshire",11352.0,"Potatoes, flesh and skin, raw",28192.0,"KELLOGG'S, POP-TARTS, Gingerbread Toaster Pastries",11198.0,"Cowpeas, young pods with seeds, cooked, boiled, drained, without salt",9514.0,"Juice Smoothie, BOLTHOUSE FARMS, BERRY BOOST",937.0,32.720000000000006,41.51,110.95,38.68000000000001
535,15065.0,"Fish, pollock, Atlantic, raw",1121.0,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",28063.0,"KEEBLER, CLUB, Buttery Garlic Crackers",11711.0,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",9316.0,"Strawberries, raw",733.0,30.820000000000004,25.04,96.75,34.489999999999995
536,15267.0,"Fish, pollock, Alaska, untreated, cooked",11254.0,"Lotus root, raw",18255.0,"Doughnuts, yeast-leavened, glazed, enriched (includes honey buns)",11732.0,"Beans, snap, yellow, frozen, cooked, boiled, drained, without salt",9270.0,"Pineapple, canned, heavy syrup pack, solids and liquids",681.0,30.000000000000004,23.34,91.81,40.879999999999995
537,1059.0,"Milk, filled, fluid, with blend of hydrogenated vegetable oils",11378.0,"Potatoes, mashed, dehydrated, flakes without milk, dry form",11270.0,"Mustard greens, raw",11281.0,"Okra, frozen, cooked, boiled, drained, without salt",9272.0,"Pineapple, frozen, chunks, sweetened",559.0,16.56,4.63,119.19,28.650000000000002
538,23225.0,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",18312.0,"Pie, chocolate mousse, prepared from mix, no-bake type",11295.0,"Onion rings, breaded, par fried, frozen, unprepared",11362.0,"Potatoes, raw, skin",9211.0,"Orange juice, chilled, includes from concentrate, with added calcium",861.0,27.59,48.160000000000004,84.19,8.31
539,1193.0,KRAFT BREAKSTONE'S Reduced Fat Sour Cream,11641.0,"Squash, summer, all varieties, raw",18006.0,"Bagels, cinnamon-raisin, toasted",11136.0,"Cauliflower, cooked, boiled, drained, without salt",9514.0,"Juice Smoothie, BOLTHOUSE FARMS, BERRY BOOST",531.0,18.779999999999998,14.45,84.16,26.41
540,1237.0,"Ice cream, bar or stick, chocolate covered",1006.0,"Cheese, brie",11616.0,"Dock, raw",11158.0,"Chrysanthemum, garland, cooked, boiled, drained, without salt",9013.0,"Apples, dried, sulfured, stewed, with added sugar",790.0,28.69,52.64000000000001,53.19,20.759999999999998
541,1193.0,KRAFT BREAKSTONE'S Reduced Fat Sour Cream,28015.0,"KELLOGG'S, EGGO, Waffles, Homestyle",28275.0,"MURRAY, Old Fashioned Gingersnaps Cookies",11258.0,"Mountain yam, hawaii, raw",9286.0,"Pomegranates, raw",1043.0,19.21,40.220000000000006,155.2,54.480000000000004
542,1081.0,"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D",9322.0,"Tamarinds, raw",11219.0,"Gourd, white-flowered (calabash), cooked, boiled, drained, without salt",11447.0,"Sesbania flower, raw",9226.0,"Papayas, raw",380.0,9.1,2.9000000000000004,89.22999999999999,51.879999999999995
543,7029.0,"Ham, sliced, regular (approximately 11% fat)",9420.0,"Jackfruit, canned, syrup pack",11092.0,"Broccoli, frozen, chopped, unprepared",11151.0,"Chicory, witloof, raw",9149.0,"Kumquats, raw",369.0,22.549999999999997,9.989999999999998,52.45,10.709999999999999
544,17172.0,"Game meat, moose, raw",11400.0,"Potatoes, frozen, whole, unprepared",9119.0,"Grapefruit, sections, canned, water pack, solids and liquids",11124.0,"Carrots, raw",9056.0,"Boysenberries, canned, heavy syrup",345.0,27.119999999999994,1.3599999999999999,58.50999999999999,14.27
545,5067.0,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, batter",9445.0,"Kiwifruit, gold, raw",11060.0,"Beans, snap, green, frozen, all styles, unprepared",11751.0,"Cabbage, common, cooked, boiled, drained, with salt",9415.0,"Pears, raw, green anjou",456.0,26.68,16.68,51.349999999999994,25.71
546,23455.0,"Beef, New Zealand, imported, cube roll, separable lean and fat, raw",1182.0,"USDA Commodity, cheese, cheddar, reduced fat",11050.0,"Beans, shellie, canned, solids and liquids",11810.0,"Peas, edible-podded, frozen, cooked, boiled, drained, with salt",9124.0,"Grapefruit juice, white, canned, sweetened",633.0,51.26,35.27,29.060000000000002,17.06
547,23439.0,"Beef, New Zealand, imported, tenderloin, separable lean only, cooked, fast fried",18360.0,"Taco shells, baked",18271.0,"Ice cream cones, cake or wafer-type",11198.0,"Cowpeas, young pods with seeds, cooked, boiled, drained, without salt",9075.0,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",1229.0,47.07000000000001,38.14999999999999,175.98999999999998,7.5
548,1179.0,"Sour cream, light",11447.0,"Sesbania flower, raw",18050.0,"Bread, reduced-calorie, oat bran, toasted",11205.0,"Cucumber, with peel, raw",9271.0,"Pineapple, canned, extra heavy syrup pack, solids and liquids",500.0,15.270000000000001,14.659999999999997,88.16,6.09
549,5170.0,"Turkey, skin from whole (light and dark), roasted",11359.0,"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, as purchased",11178.0,"Corn, sweet, yellow, frozen, kernels cut off cob, unprepared",11191.0,"Cowpeas (blackeyes), immature seeds, raw",9011.0,"Apples, dried, sulfured, uncooked",1030.0,33.18,45.75000000000001,129.95999999999998,62.9
550,17072.0,"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean and fat, raw",18292.0,"Pancakes, plain, dry mix, incomplete, prepared",11969.0,"Broccoli, chinese, cooked",11803.0,"Okra, cooked, boiled, drained, with salt",9271.0,"Pineapple, canned, extra heavy syrup pack, solids and liquids",551.0,29.790000000000003,23.259999999999998,58.849999999999994,3.2399999999999998
551,17434.0,"Veal, seam fat only, cooked",18225.0,"Crackers, rye, sandwich-type with cheese filling",28199.0,"MOTHER'S, English Tea Sandwich Cookies",43144.0,"Cabbage, mustard, salted",9150.0,"Lemons, raw, without peel",1512.0,27.060000000000002,92.16999999999999,148.85999999999999,35.9
552,1226.0,"Egg substitute, liquid or frozen, fat free",1019.0,"Cheese, feta",9055.0,"Blueberries, frozen, sweetened",11660.0,"Tomatoes, red, ripe, cooked, stewed",9211.0,"Orange juice, chilled, includes from concentrate, with added calcium",523.0,27.25,24.21,52.36,34.12
553,1096.0,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",1006.0,"Cheese, brie",18968.0,"Bagel, wheat",11645.0,"Sweet potato, canned, syrup pack, solids and liquids",9013.0,"Apples, dried, sulfured, stewed, with added sugar",890.0,38.94,37.040000000000006,101.04,32.01
554,7273.0,"CARL BUDDIG, Smoked Sliced Turkey, light and dark meat",18241.0,"Croissants, cheese",9120.0,"Grapefruit, sections, canned, juice pack, solids and liquids",11156.0,"Chives, raw",9316.0,"Strawberries, raw",673.0,31.34,31.12,70.03999999999999,26.89
555,10915.0,"Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, heated, pan-broil",28134.0,"KEEBLER, TOASTEDS, Party Pack Cracker Assortment",18148.0,"Cheesecake prepared from mix, no-bake type",11419.0,"Pumpkin leaves, cooked, boiled, drained, without salt",9057.0,"Boysenberries, frozen, unsweetened",994.0,36.62,44.91,117.02000000000001,16.32
556,23469.0,"Beef, New Zealand, imported, striploin, separable lean and fat, raw",9229.0,"Papaya nectar, canned",11949.0,"Catsup, low sodium",11852.0,"Salsify, cooked, boiled, drained, with salt",9301.0,"Rambutan, canned, syrup pack",560.0,23.08,20.160000000000004,78.74,38.08
557,1130.0,"Egg, whole, cooked, omelet",28039.0,"KASHI, TLC, Happy Trail Mix Cookies",9133.0,"Grapes, canned, thompson seedless, water pack, solids and liquids",43144.0,"Cabbage, mustard, salted",9150.0,"Lemons, raw, without peel",704.0,21.370000000000005,30.270000000000003,95.28999999999999,40.51
558,5137.0,"Chicken, capons, giblets, raw",18414.0,"Bread, raisin, unenriched",18970.0,"Tortillas, ready-to-bake or -fry, flour, shelf stable",11565.0,"Turnips, cooked, boiled, drained, without salt",9144.0,"Jackfruit, raw",818.0,36.62,17.88,131.3,24.729999999999997
559,1081.0,"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D",1193.0,KRAFT BREAKSTONE'S Reduced Fat Sour Cream,20025.0,"Cornmeal, self-rising, degermed, enriched, yellow",11811.0,"Peas, green, cooked, boiled, drained, with salt",9144.0,"Jackfruit, raw",742.0,23.939999999999998,16.560000000000002,125.66,36.67
560,10103.0,"Pork, fresh, variety meats and by-products, heart, raw",9503.0,"Apples, raw, gala, with skin",11478.0,"Squash, summer, zucchini, includes skin, cooked, boiled, drained, without salt",11827.0,"Pokeberry shoots, (poke), cooked, boiled, drained, with salt",9434.0,"Guanabana nectar, canned",269.0,21.07,5.410000000000001,35.730000000000004,26.75
561,1046.0,"Cheese food, pasteurized process, American, vitamin D fortified",11645.0,"Sweet potato, canned, syrup pack, solids and liquids",18931.0,"USDA Commodity, Bakery, Flour Mix Low-fat",11749.0,"Cabbage, common (danish, domestic, and pointed types), freshly harvest, raw",9075.0,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",906.0,28.71,30.859999999999996,131.68,20.990000000000002
562,23455.0,"Beef, New Zealand, imported, cube roll, separable lean and fat, raw",42303.0,"Cheese, muenster, low fat",11484.0,"Squash, winter, acorn, cooked, boiled, mashed, without salt",11467.0,"Squash, summer, crookneck and straightneck, raw",9021.0,"Apricots, raw",597.0,46.0,34.65,28.6,15.620000000000001
563,23185.0,"Beef, rib, back ribs, bone-in, separable lean only, trimmed to 0"" fat, select, raw",43543.0,"Milk, imitation, non-soy",18050.0,"Bread, reduced-calorie, oat bran, toasted",11024.0,"Balsam-pear (bitter gourd), pods, raw",9119.0,"Grapefruit, sections, canned, water pack, solids and liquids",559.0,32.39,21.800000000000004,67.55000000000001,18.25
564,1251.0,"Cheese, Mexican blend",20040.0,"Rice, brown, medium-grain, raw",11409.0,"Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt",11729.0,"Beans, snap, green, canned, no salt added, drained solids",9150.0,"Lemons, raw, without peel",1104.0,36.809999999999995,50.660000000000004,131.23999999999998,4.51
565,5733.0,"Turkey, retail parts, breast, meat and skin, cooked, roasted",11950.0,"Mushrooms, enoki, raw",11406.0,"Potatoes, french fried, cottage-cut, salt not added in processing, frozen, as purchased",11358.0,"Potatoes, red, flesh and skin, baked",9229.0,"Papaya nectar, canned",500.0,36.56,11.700000000000001,65.94,15.56
566,42136.0,"Cream substitute, powdered, light",20630.0,"Wheat flour, white (industrial), 10% protein, unbleached, enriched",11828.0,"Potatoes, baked, flesh and skin, with salt",11458.0,"Spinach, cooked, boiled, drained, without salt",9056.0,"Boysenberries, canned, heavy syrup",1001.0,18.07,17.69,196.83,75.50000000000001
567,13320.0,"Beef, variety meats and by-products, brain, cooked, simmered",18306.0,"Pie, blueberry, prepared from recipe",28063.0,"KEEBLER, CLUB, Buttery Garlic Crackers",11811.0,"Peas, green, cooked, boiled, drained, with salt",9293.0,"Plums, dried (prunes), stewed, with added sugar",1092.0,26.32,45.37,149.19,14.53
568,10871.0,"Pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted",1010.0,"Cheese, cheshire",18225.0,"Crackers, rye, sandwich-type with cheese filling",43144.0,"Cabbage, mustard, salted",9322.0,"Tamarinds, raw",1258.0,50.35,59.06,138.32,44.809999999999995
569,1266.0,"Cheese, Swiss, nonfat or fat free",28186.0,"KELLOGG'S, SPECIAL K, Cracker Chips, Cheddar",43274.0,"Cheese, cream, low fat",11809.0,"Peas, edible-podded, cooked, boiled, drained, with salt",9445.0,"Kiwifruit, gold, raw",810.0,47.15,25.47,105.92,26.42
570,23225.0,"Beef, plate steak, boneless, outside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw",18241.0,"Croissants, cheese",11810.0,"Peas, edible-podded, frozen, cooked, boiled, drained, with salt",11803.0,"Okra, cooked, boiled, drained, with salt",9056.0,"Boysenberries, canned, heavy syrup",812.0,33.25,40.050000000000004,82.6,18.57
571,5170.0,"Turkey, skin from whole (light and dark), roasted",9301.0,"Rambutan, canned, syrup pack",11758.0,"Carrots, canned, no salt added, solids and liquids",11474.0,"Squash, summer, crookneck and straightneck, frozen, cooked, boiled, drained, without salt",9273.0,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",642.0,26.82,39.980000000000004,45.21,14.77
572,1130.0,"Egg, whole, cooked, omelet",11029.0,"Beans, kidney, mature seeds, sprouted, raw",11122.0,"Cardoon, raw",11810.0,"Peas, edible-podded, frozen, cooked, boiled, drained, with salt",9073.0,"Cherries, sweet, canned, light syrup pack, solids and liquids",317.0,19.58,12.790000000000001,34.53,20.919999999999998
573,43543.0,"Milk, imitation, non-soy",18931.0,"USDA Commodity, Bakery, Flour Mix Low-fat",20033.0,"Oat bran, raw",11852.0,"Salsify, cooked, boiled, drained, with salt",9144.0,"Jackfruit, raw",816.0,32.42,14.540000000000001,180.72000000000003,28.729999999999997
574,10158.0,"USDA Commodity, pork, canned",11361.0,"Potatoes, roasted, salt added in processing, frozen, unprepared",43543.0,"Milk, imitation, non-soy",11813.0,"Peas, green, canned, no salt added, drained solids",9273.0,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",494.0,28.0,17.23,57.489999999999995,20.130000000000003
575,10982.0,"Pork, fresh, loin, blade (chops or roasts), boneless, separable lean only, raw",28074.0,"KEEBLER, E.L. FUDGE, Butter Flavored Cookies",18335.0,"Pie crust, standard-type, frozen, ready-to-bake, enriched, baked",11914.0,"Corn, sweet, white, frozen, kernels on cob, cooked, boiled, drained, without salt",9237.0,"Peaches, canned, water pack, solids and liquids",1231.0,36.9,53.67000000000001,155.5,42.94
576,5661.0,"Chicken, liver, all classes, cooked, pan-fried",18028.0,"Bread, egg, toasted",28152.0,"KEEBLER, Vanilla Wafers Minis, Rainbow",11790.0,"Kale, cooked, boiled, drained, with salt",9013.0,"Apples, dried, sulfured, stewed, with added sugar",1064.0,42.38,31.799999999999997,152.36999999999998,34.29
577,10853.0,"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",18068.0,"Bread, wheat germ",31029.0,"Potatoes, french fried, wedge cut, frozen, unprepared",11476.0,"Squash, summer, scallop, cooked, boiled, drained, without salt",9226.0,"Papayas, raw",596.0,30.87,14.599999999999998,86.46000000000001,13.530000000000001
578,10934.0,"Pork, cured, ham, shank, bone-in, separable lean only, unheated",11505.0,"Sweet potato leaves, raw",18032.0,"Bread, irish soda, prepared from recipe",44055.0,"Celery flakes, dried",9211.0,"Orange juice, chilled, includes from concentrate, with added calcium",823.0,44.86000000000001,10.919999999999998,139.97,44.21
579,15162.0,"Mollusks, clam, mixed species, canned, liquid",9293.0,"Plums, dried (prunes), stewed, with added sugar",1129.0,"Egg, whole, cooked, hard-boiled",11409.0,"Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt",9106.0,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",702.0,17.95,29.62,96.55,1.12
580,5067.0,"Chicken, broilers or fryers, drumstick, meat and skin, cooked, fried, batter",18184.0,"Cookies, oatmeal, prepared from recipe, with raisins",20035.0,"Quinoa, uncooked",11056.0,"Beans, snap, green, canned, regular pack, drained solids",9226.0,"Papayas, raw",1136.0,44.16,38.739999999999995,155.98,8.6
581,1254.0,"Cheese food, pasteurized process, American, without added vitamin D",18974.0,"KASHI, TLC, Honey Sesame Crackers",11596.0,"Winged beans, immature seeds, cooked, boiled, drained, without salt",11871.0,"Succotash, (corn and limas), cooked, boiled, drained, with salt",9293.0,"Plums, dried (prunes), stewed, with added sugar",1001.0,37.03,37.709999999999994,141.22,21.69
582,5661.0,"Chicken, liver, all classes, cooked, pan-fried",28032.0,"GIRL SCOUTS, Samoas Cookies",18939.0,"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",11037.0,"Lima beans, immature seeds, frozen, fordhook, unprepared",9273.0,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",1229.0,40.74,43.730000000000004,170.61,76.16
583,5292.0,"Turkey patties, breaded, battered, fried",11191.0,"Cowpeas (blackeyes), immature seeds, raw",18255.0,"Doughnuts, yeast-leavened, glazed, enriched (includes honey buns)",11758.0,"Carrots, canned, no salt added, solids and liquids",9133.0,"Grapes, canned, thompson seedless, water pack, solids and liquids",857.0,24.18,41.3,98.12,38.230000000000004
584,10871.0,"Pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted",1227.0,"Cheese, dry white, queso seco",18212.0,"Cookies, vanilla wafers, lower fat",11432.0,"Radishes, oriental, dried",9415.0,"Pears, raw, green anjou",1226.0,51.73,45.830000000000005,159.41,89.71
585,7206.0,OSCAR MAYER. Bologna (Wisconsin made ring),9075.0,"Cherries, sweet, canned, extra heavy syrup pack, solids and liquids",11445.0,"Seaweed, kelp, raw",11286.0,"Onions, yellow, sauteed",9133.0,"Grapes, canned, thompson seedless, water pack, solids and liquids",630.0,15.52,40.019999999999996,56.56,12.5
586,1229.0,"Cheese, white, queso blanco",1182.0,"USDA Commodity, cheese, cheddar, reduced fat",28186.0,"KELLOGG'S, SPECIAL K, Cracker Chips, Cheddar",11224.0,"Hyacinth-beans, immature seeds, raw",9023.0,"Apricots, canned, water pack, without skin, solids and liquids",1042.0,56.769999999999996,52.24,92.9,10.719999999999999
587,7279.0,HORMEL WRANGLER Beef Franks,11889.0,"Turnips, cooked, boiled, drained, with salt",1077.0,"Milk, whole, 3.25% milkfat, with added vitamin D",11969.0,"Broccoli, chinese, cooked",9271.0,"Pineapple, canned, extra heavy syrup pack, solids and liquids",478.0,17.919999999999998,29.849999999999998,37.28,10.55
588,17437.0,"Veal, loin, chop, separable lean and fat, cooked, grilled",18939.0,"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",11008.0,"Artichokes, (globe or french), cooked, boiled, drained, without salt",11037.0,"Lima beans, immature seeds, frozen, fordhook, unprepared",9211.0,"Orange juice, chilled, includes from concentrate, with added calcium",813.0,42.71,21.32,115.91,39.68
589,15244.0,"Mollusks, oyster, eastern, wild, cooked, dry heat",1035.0,"Cheese, provolone",9056.0,"Boysenberries, canned, heavy syrup",11295.0,"Onion rings, breaded, par fried, frozen, unprepared",9271.0,"Pineapple, canned, extra heavy syrup pack, solids and liquids",859.0,38.93,43.6,80.71000000000001,1.52
