,DEP ID,DEP Descrip,BC ID,BC Descrip,FFC ID,FFC Descrip,Energy_kcal,Protein_g,Fat_g,Carb_g,Sugar_g
482,43276.0,"Cheese spread, cream cheese base",28167.0,"KELLOGG'S, POP-TARTS, Frosted Cinnamon Roll Toaster Pastries",9028.0,"Apricots, canned, heavy syrup pack, without skin, solids and liquids",794.0,12.31,42.790000000000006,92.75,29.7
483,1059.0,"Milk, filled, fluid, with blend of hydrogenated vegetable oils",8673.0,"Cereals, ready-to-eat, MALT-O-MEAL, Blueberry Mini SPOONERS",9362.0,"Cherries, sour, canned, water pack, drained",455.0,12.83,5.59,94.59,25.43
484,43278.0,"Cheese, american cheddar, imitation",8451.0,"Cereals, QUAKER, Quick Oats with Iron, Dry",9183.0,"Melons, casaba, raw",638.0,31.509999999999998,20.970000000000002,86.36,14.850000000000001
485,43396.0,"Cheese, cottage, lowfat, 1% milkfat, with vegetables",8616.0,"Cereals ready-to-eat, KELLOGG's FROSTED MINI-WHEATS Bite Size Cinnamon Streusel",9237.0,"Peaches, canned, water pack, solids and liquids",440.0,20.140000000000004,2.66,93.71,30.31
486,1184.0,"Yogurt, vanilla or lemon flavor, nonfat milk, sweetened with low-calorie sweetener",28059.0,"KEEBLER, CHIPS DELUXE, Peanut Butter Cups Cookies",9273.0,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",615.0,10.219999999999999,29.2,81.17,47.68000000000001
487,1179.0,"Sour cream, light",18237.0,"Cream puff shell, prepared from recipe",9415.0,"Pears, raw, green anjou",564.0,12.94,36.6,45.69,10.38
488,1179.0,"Sour cream, light",18127.0,"Cake, snack cakes, creme-filled, chocolate with frosting",9434.0,"Guanabana nectar, canned",594.0,7.24,26.700000000000003,82.34,51.05
489,1212.0,"Milk, dry, whole, without added vitamin D",8316.0,"Cereals, QUAKER, hominy grits, white, regular, dry",9507.0,"Juice Smoothie, NAKED JUICE, MIGHTY MANGO",920.0,35.540000000000006,28.310000000000002,132.62,51.56
490,1096.0,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",8146.0,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat",9316.0,"Strawberries, raw",532.0,23.740000000000002,10.01,94.11000000000001,16.3
491,1266.0,"Cheese, Swiss, nonfat or fat free",8567.0,"Cereals ready-to-eat, KASHI 7 Whole Grain Nuggets",9226.0,"Papayas, raw",526.0,40.67,3.0599999999999996,95.22,14.15
492,1193.0,KRAFT BREAKSTONE'S Reduced Fat Sour Cream,28302.0,"Cookies, graham crackers, plain or honey, lowfat",9073.0,"Cherries, sweet, canned, light syrup pack, solids and liquids",605.0,10.82,17.86,101.75,45.05
493,43274.0,"Cheese, cream, low fat",28300.0,"Cookies, oatmeal sandwich, with creme filling",9174.0,"Loquats, raw",646.0,10.889999999999999,33.77,75.89,37.18
494,1229.0,"Cheese, white, queso blanco",8130.0,"Cereals, QUAKER, Instant Oatmeal, maple and brown sugar, dry",9023.0,"Apricots, canned, water pack, without skin, solids and liquids",700.0,30.27,28.97,84.92,31.78
495,43396.0,"Cheese, cottage, lowfat, 1% milkfat, with vegetables",28074.0,"KEEBLER, E.L. FUDGE, Butter Flavored Cookies",9340.0,"Pears, asian, raw",591.0,16.9,21.73,83.65,43.949999999999996
496,1227.0,"Cheese, dry white, queso seco",18345.0,"Rolls, dinner, oat bran",9021.0,"Apricots, raw",609.0,35.410000000000004,29.340000000000003,53.36,16.46
497,43276.0,"Cheese spread, cream cheese base",18348.0,"Rolls, dinner, whole-wheat",9147.0,"Jujube, dried",848.0,19.5,34.400000000000006,128.2,11.96
498,1260.0,"Cheese, cheddar, reduced fat",8316.0,"Cereals, QUAKER, hominy grits, white, regular, dry",9420.0,"Jackfruit, canned, syrup pack",762.0,36.510000000000005,22.150000000000002,107.2,0.9
499,1031.0,"Cheese, neufchatel",28264.0,"KEEBLER, Oatmeal Cookies",9174.0,"Loquats, raw",778.0,16.68,43.080000000000005,83.43,34.089999999999996
500,1071.0,"Dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk",18253.0,"Doughnuts, french crullers, glazed",9017.0,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",772.0,7.22,31.390000000000004,117.63,91.07
501,1010.0,"Cheese, cheshire",28176.0,"KELLOGG'S, POP-TARTS, Frosted Wild Grape Toaster Pastries",9362.0,"Cherries, sour, canned, water pack, drained",819.0,28.16,40.61000000000001,87.03,37.49
502,43276.0,"Cheese spread, cream cheese base",8393.0,"Cereals ready-to-eat, KASHI GOLEAN",9301.0,"Rambutan, canned, syrup pack",688.0,32.64,31.01,91.56,20.0
503,1035.0,"Cheese, provolone",18288.0,"Pancakes plain, frozen, ready-to-heat (includes buttermilk)",9174.0,"Loquats, raw",631.0,31.24,33.650000000000006,52.03,8.88
504,1092.0,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",8236.0,"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, prepared with water, no salt",9325.0,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",487.0,37.54,1.77,82.03999999999999,52.19
505,42303.0,"Cheese, muenster, low fat",8655.0,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, pecan bunches",9517.0,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",718.0,31.82,23.17,96.99,34.87
506,1010.0,"Cheese, cheshire",8695.0,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED MINI-WHEATS, little bites",9293.0,"Plums, dried (prunes), stewed, with added sugar",862.0,33.650000000000006,32.52,121.96000000000001,20.2
507,1224.0,"Protein supplement, milk based, Muscle Milk Light, powder",18317.0,"Pie, egg custard, commercially prepared",9135.0,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",666.0,55.87,23.73,57.56999999999999,29.78
508,1178.0,"Sour cream, reduced fat",18968.0,"Bagel, wheat",9258.0,"Pears, canned, extra heavy syrup pack, solids and liquids",528.0,17.39,15.76,81.14,6.42
509,1035.0,"Cheese, provolone",18271.0,"Ice cream cones, cake or wafer-type",9301.0,"Rambutan, canned, syrup pack",850.0,34.33,33.730000000000004,102.01,6.5600000000000005
510,1097.0,"Milk, canned, evaporated, nonfat, with added vitamin A and vitamin D",28000.0,"KELLOGG'S, EGGO, Mini Muffin Tops, Chocolate Chip",9420.0,"Jackfruit, canned, syrup pack",470.0,13.11,11.54,80.29,29.85
511,1114.0,"Whey, sweet, fluid",18630.0,"PILLSBURY, Chocolate Chip Cookies, refrigerated dough",9041.0,"Bananas, dehydrated, or banana powder",823.0,8.56,23.43,154.17000000000002,90.11
512,1260.0,"Cheese, cheddar, reduced fat",18390.0,"Pancakes, buttermilk, prepared from recipe",9309.0,"Rhubarb, frozen, uncooked",557.0,34.699999999999996,29.82,37.86,1.36
513,1035.0,"Cheese, provolone",28039.0,"KASHI, TLC, Happy Trail Mix Cookies",9011.0,"Apples, dried, sulfured, uncooked",1047.0,34.61,45.04,137.43,84.35
514,1018.0,"Cheese, edam",28198.0,"MOTHER'S, Double Fudge Creme Sandwich Cookies",9106.0,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",902.0,30.619999999999997,48.260000000000005,94.2,34.53
515,1083.0,"Milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin A and vitamin D",28152.0,"KEEBLER, Vanilla Wafers Minis, Rainbow",9503.0,"Apples, raw, gala, with skin",566.0,7.73,19.39,90.94999999999999,41.47
516,1229.0,"Cheese, white, queso blanco",28199.0,"MOTHER'S, English Tea Sandwich Cookies",9252.0,"Pears, raw",836.0,25.24,43.75,88.76,43.51
517,1114.0,"Whey, sweet, fluid",8616.0,"Cereals ready-to-eat, KELLOGG's FROSTED MINI-WHEATS Bite Size Cinnamon Streusel",9229.0,"Papaya nectar, canned",433.0,9.82,2.11,104.25,41.55
518,1116.0,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce",8353.0,"Cereals ready-to-eat, QUAKER, MOTHER'S Cinnamon Oat Crunch",9434.0,"Guanabana nectar, canned",502.0,14.18,7.9799999999999995,99.38,43.1
519,1116.0,"Yogurt, plain, whole milk, 8 grams protein per 8 ounce",18310.0,"Pie, chocolate creme, commercially prepared",9286.0,"Pomegranates, raw",497.0,9.290000000000001,26.83,61.8,45.72
520,1250.0,"Nutritional supplement for people with diabetes, liquid",18335.0,"Pie crust, standard-type, frozen, ready-to-bake, enriched, baked",9226.0,"Papayas, raw",639.0,11.370000000000001,31.930000000000003,78.94,14.690000000000001
521,1006.0,"Cheese, brie",18248.0,"Doughnuts, cake-type, plain (includes unsugared, old-fashioned)",9226.0,"Papayas, raw",811.0,26.529999999999998,52.87,58.330000000000005,26.419999999999998
522,1224.0,"Protein supplement, milk based, Muscle Milk Light, powder",28103.0,"KEEBLER, GRIPZ, CHIPS DELUXE, Rainbow Chocolate Chip Cookies, bite-size",9119.0,"Grapefruit, sections, canned, water pack, solids and liquids",902.0,55.28,29.8,105.45,46.25
523,43261.0,"Yogurt, fruit variety, nonfat",28275.0,"MURRAY, Old Fashioned Gingersnaps Cookies",9021.0,"Apricots, raw",606.0,10.9,16.99,104.02000000000001,59.64
524,43261.0,"Yogurt, fruit variety, nonfat",18148.0,"Cheesecake prepared from mix, no-bake type",9124.0,"Grapefruit juice, white, canned, sweetened",415.0,10.48,12.989999999999998,65.63,30.03
525,43276.0,"Cheese spread, cream cheese base",18360.0,"Taco shells, baked",9286.0,"Pomegranates, raw",854.0,15.18,51.56,85.69000000000001,18.67
526,1006.0,"Cheese, brie",8504.0,"Cereals ready-to-eat, RALSTON Enriched Wheat Bran flakes",9270.0,"Pineapple, canned, heavy syrup pack, solids and liquids",722.0,31.310000000000002,31.15,100.42,34.519999999999996
527,43278.0,"Cheese, american cheddar, imitation",18272.0,"Ice cream cones, sugar, rolled-type",9322.0,"Tamarinds, raw",880.0,27.400000000000002,18.400000000000002,158.2,72.19999999999999
528,1010.0,"Cheese, cheshire",8666.0,"Cereals ready-to-eat, GENERAL MILLS, Cinnamon Burst CHEERIOS",9195.0,"Olives, pickled, canned or bottled, green",907.0,30.700000000000003,52.01,91.82000000000001,28.64
529,1018.0,"Cheese, edam",18630.0,"PILLSBURY, Chocolate Chip Cookies, refrigerated dough",9309.0,"Rhubarb, frozen, uncooked",828.0,29.36,49.17,67.28,40.2
530,42136.0,"Cream substitute, powdered, light",18177.0,"Cookies, molasses",9309.0,"Rhubarb, frozen, uncooked",882.0,8.05,28.61,152.29999999999998,92.1
531,1092.0,"Milk, dry, nonfat, instant, with added vitamin A and vitamin D",8100.0,"Cereals, CREAM OF RICE, dry",9135.0,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",788.0,41.769999999999996,1.35,149.36,66.69
532,1059.0,"Milk, filled, fluid, with blend of hydrogenated vegetable oils",18050.0,"Bread, reduced-calorie, oat bran, toasted",9271.0,"Pineapple, canned, extra heavy syrup pack, solids and liquids",385.0,13.17,7.37,75.44,4.2
533,1182.0,"USDA Commodity, cheese, cheddar, reduced fat",8582.0,"Cereals ready-to-eat, GENERAL MILLS, DORA THE EXPLORER",9316.0,"Strawberries, raw",680.0,33.47,24.3,92.47999999999999,26.669999999999998
534,1259.0,"Cheese spread, American or Cheddar cheese base, reduced fat",18167.0,"Cookies, chocolate sandwich, with creme filling, regular, chocolate-coated",9301.0,"Rambutan, canned, syrup pack",739.0,17.66,35.49,97.98000000000002,56.64
535,1070.0,"Dessert topping, powdered",28256.0,"AUSTIN, Peanut Butter on Cheese Crackers, sandwich-type",9057.0,"Boysenberries, frozen, unsweetened",1119.0,16.8,64.68,123.72999999999999,68.42999999999999
536,1043.0,"Cheese, pasteurized process, pimento",8676.0,"Cereals ready-to-eat, MALT-O-MEAL, Honey Nut SCOOTERS",9120.0,"Grapefruit, sections, canned, juice pack, solids and liquids",761.0,30.4,34.89,88.89000000000001,41.849999999999994
537,1031.0,"Cheese, neufchatel",8591.0,"Cereals ready-to-eat, KASHI ORGANIC PROMISE, ISLAND VANILLA",9415.0,"Pears, raw, green anjou",669.0,20.290000000000003,24.78,100.18,29.82
538,1046.0,"Cheese food, pasteurized process, American, vitamin D fortified",28063.0,"KEEBLER, CLUB, Buttery Garlic Crackers",9135.0,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",878.0,22.73,48.26,89.03,28.39
539,1193.0,KRAFT BREAKSTONE'S Reduced Fat Sour Cream,18974.0,"KASHI, TLC, Honey Sesame Crackers",9021.0,"Apricots, raw",598.0,14.6,22.79,89.82000000000001,31.740000000000002
540,43543.0,"Milk, imitation, non-soy",8646.0,"Cereals ready-to-eat, BEAR NAKED Nut Cluster Crunch, maple pecan walnut",9271.0,"Pineapple, canned, extra heavy syrup pack, solids and liquids",503.0,10.44,5.61,109.89,27.900000000000002
541,1251.0,"Cheese, Mexican blend",28098.0,"KEEBLER, FUDGE SHOPPE, Magic Middles Fudge Filled Cookies, Peanut Butter",9133.0,"Grapes, canned, thompson seedless, water pack, solids and liquids",912.0,30.939999999999998,57.019999999999996,71.25,45.42999999999999
542,43278.0,"Cheese, american cheddar, imitation",18970.0,"Tortillas, ready-to-bake or -fry, flour, shelf stable",9270.0,"Pineapple, canned, heavy syrup pack, solids and liquids",614.0,25.060000000000002,21.689999999999998,81.07000000000001,27.299999999999997
543,1212.0,"Milk, dry, whole, without added vitamin D",18306.0,"Pie, blueberry, prepared from recipe",9309.0,"Rhubarb, frozen, uncooked",762.0,29.57,38.72,77.02,39.52
544,1019.0,"Cheese, feta",28103.0,"KEEBLER, GRIPZ, CHIPS DELUXE, Rainbow Chocolate Chip Cookies, bite-size",9174.0,"Loquats, raw",781.0,19.34,39.18000000000001,90.53,37.59
545,1014.0,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",18280.0,"Muffins, corn, dry mix, prepared",9452.0,Orange Pineapple Juice Blend,444.0,18.150000000000002,10.569999999999999,67.96000000000001,12.42
546,1043.0,"Cheese, pasteurized process, pimento",28063.0,"KEEBLER, CLUB, Buttery Garlic Crackers",9301.0,"Rambutan, canned, syrup pack",945.0,28.279999999999998,53.910000000000004,88.30000000000001,9.219999999999999
547,42136.0,"Cream substitute, powdered, light",8695.0,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED MINI-WHEATS, little bites",9316.0,"Strawberries, raw",814.0,11.76,17.7,165.38,98.49000000000001
548,1014.0,"Cheese, cottage, nonfat, uncreamed, dry, large or small curd",8493.0,"Cereals ready-to-eat, MALT-O-MEAL, Apple ZINGS",9229.0,"Papaya nectar, canned",522.0,15.139999999999999,3.01,104.68,62.94
549,1251.0,"Cheese, Mexican blend",43218.0,"Cereals ready-to-eat, ALPEN",9420.0,"Jackfruit, canned, syrup pack",802.0,35.099999999999994,31.950000000000003,101.39,21.23
550,1227.0,"Cheese, dry white, queso seco",18215.0,"Crackers, cheese, sandwich-type with peanut butter filling",9144.0,"Jackfruit, raw",916.0,38.64,50.11,82.03,26.61
551,1217.0,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce, fortified with vitamin D",18345.0,"Rolls, dinner, oat bran",9301.0,"Rambutan, canned, syrup pack",420.0,14.520000000000001,5.89,80.12,25.72
552,1007.0,"Cheese, camembert",8182.0,"Cereals, WHEATENA, cooked with water, with salt",9286.0,"Pomegranates, raw",442.0,23.5,25.880000000000003,30.9,14.379999999999999
553,1070.0,"Dessert topping, powdered",18231.0,"Crackers, standard snack-type, sandwich, with peanut butter filling",9183.0,"Melons, casaba, raw",1099.0,17.48,64.56,117.5,68.73
554,1166.0,"Cheese, mexican, queso asadero",8123.0,"Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)",9041.0,"Bananas, dehydrated, or banana powder",770.0,28.860000000000003,31.43,102.82,50.629999999999995
555,1215.0,"Cheese product, pasteurized process, American, reduced fat, fortified with vitamin D",28302.0,"Cookies, graham crackers, plain or honey, lowfat",9120.0,"Grapefruit, sections, canned, juice pack, solids and liquids",663.0,24.01,19.9,97.76999999999998,39.68
556,1178.0,"Sour cream, reduced fat",8386.0,"Cereals ready-to-eat, KASHI GOLEAN CRUNCH!",9183.0,"Melons, casaba, raw",576.0,24.81,20.1,84.98,29.990000000000002
557,1096.0,"Milk, canned, evaporated, with added vitamin D and without added vitamin A",28264.0,"KEEBLER, Oatmeal Cookies",9340.0,"Pears, asian, raw",654.0,14.41,27.89,88.39000000000001,47.989999999999995
558,1260.0,"Cheese, cheddar, reduced fat",18312.0,"Pie, chocolate mousse, prepared from mix, no-bake type",9023.0,"Apricots, canned, water pack, without skin, solids and liquids",591.0,31.540000000000003,35.84,39.14,0.26
559,1251.0,"Cheese, Mexican blend",18237.0,"Cream puff shell, prepared from recipe",9148.0,"Kiwifruit, green, raw",781.0,33.68,54.93,39.21,10.65
560,1001.0,"Butter, salted",28060.0,"KEEBLER, CHIPS DELUXE, Rainbow Chocolate Chip Cookies",9023.0,"Apricots, canned, water pack, without skin, solids and liquids",1241.0,6.639999999999999,106.64,70.54,33.56
561,1043.0,"Cheese, pasteurized process, pimento",28308.0,"Crackers, standard snack-type, with whole wheat",9226.0,"Papayas, raw",881.0,29.889999999999997,49.3,80.92000000000002,18.869999999999997
562,1006.0,"Cheese, brie",18141.0,"Cake, yellow, commercially prepared, with vanilla frosting",9144.0,"Jackfruit, raw",820.0,25.46,46.230000000000004,79.9,61.32
563,1031.0,"Cheese, neufchatel",18006.0,"Bagels, cinnamon-raisin, toasted",9149.0,"Kumquats, raw",618.0,21.63,25.44,78.79,18.979999999999997
564,1046.0,"Cheese food, pasteurized process, American, vitamin D fortified",8573.0,"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, dry",9011.0,"Apples, dried, sulfured, uncooked",928.0,29.4,27.36,146.24,63.25
565,42303.0,"Cheese, muenster, low fat",8146.0,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat",9286.0,"Pomegranates, raw",720.0,42.63,20.92,98.59,18.54
566,43396.0,"Cheese, cottage, lowfat, 1% milkfat, with vegetables",18262.0,"English muffins, raisin-cinnamon (includes apple-cinnamon)",9270.0,"Pineapple, canned, heavy syrup pack, solids and liquids",385.0,19.160000000000004,2.9099999999999997,71.3,34.66
567,1121.0,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",28006.0,"KELLOGG'S, CINNABON, Pancakes, Original",9517.0,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",408.0,9.49,8.950000000000001,73.64,43.42
568,1281.0,"Yogurt, Greek, non fat, strawberry, CHOBANI",18022.0,"Bread, cornbread, dry mix, enriched (includes corn muffin mix)",9514.0,"Juice Smoothie, BOLTHOUSE FARMS, BERRY BOOST",544.0,15.66,12.339999999999998,92.02000000000001,40.5
569,42136.0,"Cream substitute, powdered, light",8673.0,"Cereals, ready-to-eat, MALT-O-MEAL, Blueberry Mini SPOONERS",9195.0,"Olives, pickled, canned or bottled, green",926.0,11.74,32.94,156.64000000000001,92.38000000000001
570,1266.0,"Cheese, Swiss, nonfat or fat free",18141.0,"Cake, yellow, commercially prepared, with vanilla frosting",9445.0,"Kiwifruit, gold, raw",578.0,32.62,18.47,73.83,54.099999999999994
571,43543.0,"Milk, imitation, non-soy",28167.0,"KELLOGG'S, POP-TARTS, Frosted Cinnamon Roll Toaster Pastries",9028.0,"Apricots, canned, heavy syrup pack, without skin, solids and liquids",545.0,6.8100000000000005,16.19,94.55,31.5
572,1251.0,"Cheese, Mexican blend",28060.0,"KEEBLER, CHIPS DELUXE, Rainbow Chocolate Chip Cookies",9135.0,"Grape juice, canned or bottled, unsweetened, without added ascorbic acid",920.0,29.01,54.14000000000001,81.52,48.92999999999999
573,42303.0,"Cheese, muenster, low fat",18215.0,"Crackers, cheese, sandwich-type with peanut butter filling",9270.0,"Pineapple, canned, heavy syrup pack, solids and liquids",845.0,37.46,42.83,80.44,27.38
574,1007.0,"Cheese, camembert",28134.0,"KEEBLER, TOASTEDS, Party Pack Cracker Assortment",9144.0,"Jackfruit, raw",878.0,28.02,47.900000000000006,88.11,26.74
575,1229.0,"Cheese, white, queso blanco",18486.0,"Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted raspberry",9133.0,"Grapes, canned, thompson seedless, water pack, solids and liquids",749.0,25.08,35.019999999999996,84.45,46.86
576,1114.0,"Whey, sweet, fluid",8204.0,"Cereals ready-to-eat, chocolate-flavored frosted puffed corn",9041.0,"Bananas, dehydrated, or banana powder",778.0,8.08,5.67,180.62,96.14
577,1254.0,"Cheese food, pasteurized process, American, without added vitamin D",8239.0,"Cereals ready-to-eat, GENERAL MILLS, Berry Burst CHEERIOS, Triple Berry",9340.0,"Pears, asian, raw",750.0,26.16,30.36,99.71000000000001,39.64
578,1237.0,"Ice cream, bar or stick, chocolate covered",8386.0,"Cereals ready-to-eat, KASHI GOLEAN CRUNCH!",9301.0,"Rambutan, canned, syrup pack",780.0,21.449999999999996,30.21,116.77000000000001,42.3
579,1059.0,"Milk, filled, fluid, with blend of hydrogenated vegetable oils",18630.0,"PILLSBURY, Chocolate Chip Cookies, refrigerated dough",9028.0,"Apricots, canned, heavy syrup pack, without skin, solids and liquids",596.0,7.66,24.810000000000002,86.94,37.67
580,1250.0,"Nutritional supplement for people with diabetes, liquid",18272.0,"Ice cream cones, sugar, rolled-type",9023.0,"Apricots, canned, water pack, without skin, solids and liquids",512.0,12.99,6.91,101.46,28.3
581,1130.0,"Egg, whole, cooked, omelet",8573.0,"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, dry",9017.0,"Apple juice, frozen concentrate, unsweetened, undiluted, without added ascorbic acid",675.0,22.69,13.44,113.43,39.61
582,1077.0,"Milk, whole, 3.25% milkfat, with added vitamin D",18048.0,"Bread, raisin, toasted, enriched",9383.0,"Tangerines, (mandarin oranges), canned, juice pack, drained",396.0,12.5,8.09,71.11,19.48
583,42258.0,"Cheese product, pasteurized process, cheddar, reduced fat",8695.0,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED MINI-WHEATS, little bites",9073.0,"Cherries, sweet, canned, light syrup pack, solids and liquids",658.0,27.4,15.95,112.19,44.01
584,1018.0,"Cheese, edam",28275.0,"MURRAY, Old Fashioned Gingersnaps Cookies",9073.0,"Cherries, sweet, canned, light syrup pack, solids and liquids",887.0,30.699999999999996,44.35,92.62,48.62
585,1200.0,Reddi Wip Fat Free Whipped Topping,18345.0,"Rolls, dinner, oat bran",9023.0,"Apricots, canned, water pack, without skin, solids and liquids",407.0,13.19,9.629999999999999,70.68,22.67
586,1227.0,"Cheese, dry white, queso seco",28155.0,"KEEBLER, Waffle Bowls",9119.0,"Grapefruit, sections, canned, water pack, solids and liquids",785.0,31.59,29.750000000000004,98.89000000000001,40.9
587,1251.0,"Cheese, Mexican blend",28177.0,"KELLOGG'S, POP-TARTS, Frosted Wild Strawberry Toaster Pastries",9150.0,"Lemons, raw, without peel",778.0,28.54,38.51,83.16999999999999,34.33
588,43396.0,"Cheese, cottage, lowfat, 1% milkfat, with vegetables",18068.0,"Bread, wheat germ",9106.0,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",416.0,20.83,3.96,74.07,6.73
589,1260.0,"Cheese, cheddar, reduced fat",8567.0,"Cereals ready-to-eat, KASHI 7 Whole Grain Nuggets",9106.0,"Fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",753.0,39.480000000000004,23.27,107.83,5.26
590,42303.0,"Cheese, muenster, low fat",8211.0,"Cereals ready-to-eat, QUAKER, HONEY GRAHAM OH!S",9514.0,"Juice Smoothie, BOLTHOUSE FARMS, BERRY BOOST",729.0,29.249999999999996,25.25,98.05000000000001,56.03
591,42303.0,"Cheese, muenster, low fat",18176.0,"Cookies, marshmallow, chocolate-coated (includes marshmallow pies)",9211.0,"Orange juice, chilled, includes from concentrate, with added calcium",739.0,29.38,34.62,82.47,56.61
592,1046.0,"Cheese food, pasteurized process, American, vitamin D fortified",28272.0,"MURRAY, Chocolate Creme Sandwich Cookies",9011.0,"Apples, dried, sulfured, uncooked",1046.0,22.689999999999998,45.35,145.75,101.17999999999999
593,1121.0,"Yogurt, fruit, low fat, 10 grams protein per 8 ounce",8549.0,"Cereals ready-to-eat, QUAKER, QUAKER Honey Graham LIFE Cereal",9271.0,"Pineapple, canned, extra heavy syrup pack, solids and liquids",558.0,14.04,5.33,119.11,42.17
594,1007.0,"Cheese, camembert",18939.0,"Toaster pastries, fruit, toasted (include apple, blueberry, cherry, strawberry)",9041.0,"Bananas, dehydrated, or banana powder",1055.0,28.39,37.1,161.44,76.75
595,1200.0,Reddi Wip Fat Free Whipped Topping,8592.0,"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS, Banana Nut",9148.0,"Kiwifruit, green, raw",585.0,9.64,9.52,124.35,58.080000000000005
596,1182.0,"USDA Commodity, cheese, cheddar, reduced fat",8020.0,"Cereals ready-to-eat, KELLOGG, KELLOGG'S Corn Flakes",9183.0,"Melons, casaba, raw",667.0,35.81,18.8,92.67999999999999,15.77
597,1224.0,"Protein supplement, milk based, Muscle Milk Light, powder",28059.0,"KEEBLER, CHIPS DELUXE, Peanut Butter Cups Cookies",9362.0,"Cherries, sour, canned, water pack, drained",957.0,56.69,41.11,93.25,41.190000000000005
598,1254.0,"Cheese food, pasteurized process, American, without added vitamin D",8573.0,"Cereals, CREAM OF WHEAT, 2 1/2 minute cook time, dry",9322.0,"Tamarinds, raw",924.0,31.27,27.64,142.85000000000002,44.86
599,1281.0,"Yogurt, Greek, non fat, strawberry, CHOBANI",8124.0,"Cereals, QUAKER, Instant Oatmeal, apples and cinnamon, dry",9013.0,"Apples, dried, sulfured, stewed, with added sugar",529.0,16.849999999999998,4.800000000000001,109.09,39.730000000000004
600,1081.0,"Milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin A and vitamin D",18961.0,"Crackers, cream, GAMESA SABROSAS",9056.0,"Boysenberries, canned, heavy syrup",628.0,11.950000000000001,22.470000000000002,92.35,14.629999999999999
601,1001.0,"Butter, salted",8284.0,"Cereals ready-to-eat, KELLOGG, KELLOGG'S Low Fat Granola with Raisins",9273.0,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",1151.0,10.209999999999999,86.43,93.03,37.94
602,43278.0,"Cheese, american cheddar, imitation",28001.0,"KELLOGG'S, EGGO, NUTRI-GRAIN Frozen Fruit Pizza, Mixed Berry Granola",9452.0,Orange Pineapple Juice Blend,549.0,23.51,22.479999999999997,65.2,29.810000000000002
603,1059.0,"Milk, filled, fluid, with blend of hydrogenated vegetable oils",8130.0,"Cereals, QUAKER, Instant Oatmeal, maple and brown sugar, dry",9309.0,"Rhubarb, frozen, uncooked",452.0,13.08,8.2,86.74999999999999,31.12
604,1193.0,KRAFT BREAKSTONE'S Reduced Fat Sour Cream,8204.0,"Cereals ready-to-eat, chocolate-flavored frosted puffed corn",9237.0,"Peaches, canned, water pack, solids and liquids",581.0,8.28,15.56,99.81,54.910000000000004
605,1237.0,"Ice cream, bar or stick, chocolate covered",18028.0,"Bread, egg, toasted",9174.0,"Loquats, raw",693.0,15.03,30.900000000000002,89.24,20.240000000000002
606,1179.0,"Sour cream, light",28015.0,"KELLOGG'S, EGGO, Waffles, Homestyle",9322.0,"Tamarinds, raw",653.0,12.899999999999999,21.75,109.4,41.72
607,1223.0,"Protein supplement, milk based, Muscle Milk, powder",8284.0,"Cereals ready-to-eat, KELLOGG, KELLOGG'S Low Fat Granola with Raisins",9120.0,"Grapefruit, sections, canned, juice pack, solids and liquids",829.0,55.410000000000004,22.43,107.81,42.41
